Diagnosed Diabetes; 45-64 (Age); Adults Aged 18+ Years; Percentage; U.S. States
Data downloaded on 30-January-2024
Year,State,Percentage,Lower Limit, Upper Limit
2012,Minnesota,8.8,7.8,9.9
2012,Mississippi,16.9,15.3,18.7
2012,Missouri,14.4,12.7,16.4
2012,Montana,9.5,8.3,10.7
2012,Nebraska,10.8,9.9,11.8
2012,Nevada,11.8,9.5,14.5
2012,New Hampshire,11.5,10.1,13.1
2012,New Jersey,11.1,10,12.3
2012,New Mexico,14.7,13.3,16.2
2012,New York,12,10,14.2
2012,North Carolina,14,12.8,15.4
2012,North Dakota,10.4,8.8,12.2
2012,Ohio,14.9,13.6,16.2
2012,Oklahoma,15.7,14.1,17.3
2012,Oregon,13.6,11.7,15.7
2012,Pennsylvania,12.8,11.8,14
2012,Rhode Island,12.6,11,14.5
2012,South Carolina,15.7,14.3,17.3
2012,South Dakota,9.5,8,11.2
2012,Tennessee,16.5,14.7,18.5
2012,Texas,15.2,13.6,17
2012,Utah,10.7,9.6,11.9
2012,Vermont,7.6,6.5,8.9
2012,Virginia,14.7,13.2,16.4
2012,Washington,11.3,10.3,12.4
2012,West Virginia,16.7,15,18.6
2012,Wisconsin,10.4,8.6,12.6
2012,Wyoming,12.1,10.3,14.2
2012,Guam,14.9,11.8,18.6
2012,Puerto Rico,24.6,22.5,26.9
2012,Virgin Islands of the U.S.,No Data,No Data,No Data
2013,Alabama,18.3,16.5,20.4
2013,Alaska,10.2,8.2,12.6
2013,Arizona,16.2,13,20.1
2013,Arkansas,16,13.9,18.3
2013,California,15,13.5,16.6
2013,Colorado,7.9,7,8.9
2013,Connecticut,9.5,8.2,11
2013,Delaware,14.3,12.4,16.5
2013,District of Columbia,13.3,11.2,15.6
2013,Florida,13.4,12.1,14.8
2013,Georgia,15.8,14.2,17.5
2013,Hawaii,10.5,8.8,12.5
2013,Idaho,10.6,8.9,12.5
2013,Illinois,12.5,10.6,14.6
2013,Indiana,15,13.7,16.4
2013,Iowa,10.7,9.5,12.1
2013,Kansas,12.9,12.1,13.8
2013,Kentucky,13.1,11.8,14.6
2013,Louisiana,16.1,14,18.5
2013,Maine,11.1,9.8,12.6
2013,Maryland,12.1,10.8,13.4
2013,Massachusetts,11,9.8,12.4
2013,Michigan,13,11.8,14.3
2013,Minnesota,9.1,7.8,10.6
2013,Mississippi,17.2,15.5,19.1
2013,Missouri,12.4,10.8,14.2
2013,Montana,8.9,7.7,10.1
2013,Nebraska,11.8,10.5,13.1
2013,Nevada,13.7,10.8,17.4
2013,New Hampshire,10.8,9.3,12.4
2013,New Jersey,11.6,10.4,13
2013,New Mexico,14.8,13,16.7
2013,New York,15.2,13.5,17.1
2013,North Carolina,15.2,13.6,16.9
2013,North Dakota,12.2,10.7,13.9
2013,Ohio,12.1,10.9,13.4
2013,Oklahoma,15.2,13.7,16.7
2013,Oregon,13,11.2,14.9
2013,Pennsylvania,13,11.7,14.4
2013,Rhode Island,12,10.5,13.6
2013,South Carolina,16.3,14.8,17.9
2013,South Dakota,11.2,9.4,13.4
2013,Tennessee,17.3,15.3,19.6
2013,Texas,15.9,14,17.9
2013,Utah,10.8,9.7,12
2013,Vermont,9,7.7,10.5
2013,Virginia,13.6,12.2,15.2
2013,Washington,10.5,9.3,11.7
2013,West Virginia,16.5,14.9,18.2
2013,Wisconsin,9.9,8.3,11.7
2013,Wyoming,9.8,8.5,11.4
2013,Guam,23.9,19.6,28.9
2013,Puerto Rico,18.3,16.3,20.4
2013,Virgin Islands of the U.S.,No Data,No Data,No Data
2014,Alabama,17.8,16.2,19.6
2014,Alaska,10.3,8.4,12.5
2014,Arizona,14,12.7,15.5
2014,Arkansas,17.9,15.7,20.4
2014,California,15.4,13.8,17.1
2014,Colorado,9.9,8.9,10.9
2014,Connecticut,11.5,10.1,13.1
2014,Delaware,13.3,11.4,15.4
2014,District of Columbia,14.9,12.2,18
2014,Florida,13.9,12.5,15.5
2014,Georgia,17.3,15.4,19.3
2014,Hawaii,12.8,11.1,14.8
2014,Idaho,10,8.4,11.8
2014,Illinois,13.6,11.8,15.8
2014,Indiana,14.3,13.1,15.5
2014,Iowa,11.6,10.3,13
2014,Kansas,13.8,12.8,14.9
2014,Kentucky,16.2,14.6,17.9
2014,Louisiana,15.3,13.8,16.9
2014,Maine,11.6,10.3,13
2014,Maryland,13.2,11.8,14.8
2014,Massachusetts,11.7,10.5,12.9
2014,Michigan,13.1,11.8,14.5
2014,Minnesota,9.2,8.4,10.1
2014,Mississippi,17.9,15.5,20.5
2014,Missouri,13.8,12.1,15.6
2014,Montana,11.1,9.6,12.8
2014,Nebraska,12.7,11.6,14
2014,Nevada,11.9,9.5,14.7
2014,New Hampshire,11.2,9.6,12.9
2014,New Jersey,10.9,9.8,12.2
2014,New Mexico,15.3,13.6,17.1
2014,New York,13.1,11.5,14.8
2014,North Carolina,15.1,13.6,16.7
2014,North Dakota,11.3,9.8,13.1
2014,Ohio,15.5,14,17.1
2014,Oklahoma,18.1,16.5,19.7
2014,Oregon,10.4,8.9,12.2
2014,Pennsylvania,14.6,13.3,16
2014,Rhode Island,12.2,10.7,13.8
2014,South Carolina,16.1,14.8,17.6
2014,South Dakota,11.4,9.5,13.6
2014,Tennessee,17.9,15.8,20.2
2014,Texas,16.3,14.7,17.9
2014,Utah,10.5,9.5,11.6
2014,Vermont,8.3,7.2,9.5
2014,Virginia,12.6,11.3,13.9
2014,Washington,12.3,11,13.8
2014,West Virginia,18,16.3,19.8
2014,Wisconsin,11,9.5,12.7
2014,Wyoming,10.3,8.6,12.4
2014,Guam,17.9,15,21.2
2014,Puerto Rico,20.4,18.3,22.7
2014,Virgin Islands of the U.S.,No Data,No Data,No Data
2015,Alabama,17.8,16.1,19.6
2015,Alaska,11.6,9,14.9
2015,Arizona,13.9,12.3,15.7
2015,Arkansas,19.1,16.5,22
2015,California,13.7,12.3,15.2
2015,Colorado,8.5,7.5,9.6
2015,Connecticut,11.4,10.2,12.7
2015,Delaware,16.8,14.5,19.5
2015,District of Columbia,14.9,11.9,18.5
2015,Florida,14.1,12.5,15.8
2015,Georgia,17.2,15.1,19.5
2015,Hawaii,11.6,10,13.3
2015,Idaho,10.1,8.5,11.8
2015,Illinois,12.2,10.5,14
2015,Indiana,15.9,14,18
2015,Iowa,11.7,10.2,13.3
2015,Kansas,12.4,11.7,13.3
2015,Kentucky,18.3,16.3,20.5
2015,Louisiana,16.3,14.3,18.6
2015,Maine,10.7,9.5,12.1
2015,Maryland,13.8,12,15.8
2015,Massachusetts,11.1,9.8,12.6
2015,Michigan,12.9,11.6,14.3
2015,Minnesota,9.1,8.3,9.9
2015,Mississippi,19.4,17.4,21.6
2015,Missouri,14.9,13.3,16.8
2015,Montana,9.8,8.3,11.6
2015,Nebraska,11.3,10.2,12.5
2015,Nevada,11.8,9,15.3
2015,New Hampshire,9.4,8.1,10.7
2015,New Jersey,10.6,9.3,12
2015,New Mexico,15.1,13.2,17.1
2015,New York,13.2,12.1,14.5
2015,North Carolina,14.3,12.8,16
2015,North Dakota,11.4,9.7,13.2
2015,Ohio,15.1,13.5,16.8
2015,Oklahoma,17.5,15.7,19.5
2015,Oregon,13.9,12,16
2015,Pennsylvania,12.3,10.7,14.1
2015,Rhode Island,11.7,10.1,13.5
2015,South Carolina,14.8,13.4,16.3
2015,South Dakota,11.6,9.8,13.7
2015,Tennessee,17.1,14.9,19.5
2015,Texas,17.8,15.8,19.9
2015,Utah,10.1,9,11.3
2015,Vermont,9.4,8.2,10.8
2015,Virginia,12.8,11.4,14.3
2015,Washington,10.7,9.7,11.8
2015,West Virginia,18.4,16.6,20.2
2015,Wisconsin,10.3,8.8,11.9
2015,Wyoming,11.5,9.7,13.5
2015,Guam,19.6,15.1,25
2015,Puerto Rico,22.1,20,24.3
2015,Virgin Islands of the U.S.,No Data,No Data,No Data
2016,Alabama,19.8,17.9,21.8
2016,Alaska,8.5,6.6,10.9
2016,Arizona,16,14.2,17.9
2016,Arkansas,18.3,15.7,21.1
2016,California,14,12.6,15.5
2016,Colorado,9.2,8.3,10.1
2016,Connecticut,12.2,11,13.6
2016,Delaware,13.6,11.5,16.1
2016,District of Columbia,13.8,11.9,15.9
2016,Florida,13.4,12.2,14.7
2016,Georgia,17.1,15.2,19.3
2016,Hawaii,14.4,12.8,16.3
2016,Idaho,11.3,9.4,13.4
2016,Illinois,14.3,12.4,16.5
2016,Indiana,15.4,14,16.8
2016,Iowa,11.2,9.9,12.7
2016,Kansas,12.2,11.1,13.4
2016,Kentucky,16.4,14.8,18.2
2016,Louisiana,17,14.7,19.5
2016,Maine,12.9,11.4,14.6
2016,Maryland,13.6,12.5,14.8
2016,Massachusetts,11.3,9.9,12.8
2016,Michigan,14.5,13.3,15.8
2016,Minnesota,10.6,9.7,11.5
2016,Mississippi,18.5,16.5,20.8
2016,Missouri,14.1,12.3,16
2016,Montana,10.5,8.9,12.3
2016,Nebraska,11.5,10.4,12.8
2016,Nevada,14.3,12,17
2016,New Hampshire,10,8.7,11.5
2016,New Jersey,11.3,9.6,13.2
2016,New Mexico,15.5,13.6,17.6
2016,New York,13.8,12.7,15.1
2016,North Carolina,15.6,13.9,17.5
2016,North Dakota,11.4,9.9,13.1
2016,Ohio,14.6,13.2,16.1
2016,Oklahoma,17.2,15.5,19.2
2016,Oregon,11.6,10.1,13.4
2016,Pennsylvania,13.4,11.8,15.2
2016,Rhode Island,13.7,11.9,15.6
2016,South Carolina,17.1,15.6,18.7
2016,South Dakota,11.2,9.2,13.7
2016,Tennessee,18.7,16.6,21
2016,Texas,17,14.8,19.4
2016,Utah,10.6,9.4,12
2016,Vermont,8.7,7.6,10
2016,Virginia,13.7,12.3,15.1
2016,Washington,12.7,11.6,13.9
2016,West Virginia,19.7,18.1,21.4
2016,Wisconsin,12.6,10.8,14.6
2016,Wyoming,10.8,8.9,13
2016,Guam,14.7,11.1,19.3
2016,Puerto Rico,20.3,17.8,23.1
2016,Virgin Islands of the U.S.,14.8,11.1,19.5
2017,Alabama,19.3,17.4,21.4
2017,Alaska,10.1,7.7,13.3
2017,Arizona,15,13.8,16.2
2017,Arkansas,16.5,14.1,19.2
2017,California,14.8,13.1,16.7
2017,Colorado,10.2,9.1,11.4
2017,Connecticut,12.1,10.8,13.4
2017,Delaware,13.9,11.8,16.3
2017,District of Columbia,12.4,10.5,14.6
2017,Florida,13.3,11.6,15.2
2017,Georgia,16,14.2,18
2017,Hawaii,14.6,12.8,16.5
2017,Idaho,11.6,9.7,13.7
2017,Illinois,14.7,12.9,16.7
2017,Indiana,16,14.8,17.2
2017,Iowa,12,10.7,13.5
2017,Kansas,14.1,13.1,15
2017,Kentucky,17.1,15,19.4
2017,Louisiana,19,16.6,21.6
2017,Maine,13.1,11.6,14.9
2017,Maryland,13.6,12.4,15
2017,Massachusetts,12.8,10.9,15
2017,Michigan,14.3,13,15.7
2017,Minnesota,9.4,8.6,10.3
2017,Mississippi,19.9,17.6,22.5
2017,Missouri,14.2,12.4,16.1
2017,Montana,10.4,8.7,12.3
2017,Nebraska,13.4,12.1,14.8
2017,Nevada,15.4,12.7,18.6
2017,New Hampshire,9,7.8,10.5
2017,New Jersey,13.8,12.3,15.4
2017,New Mexico,13.9,12.1,15.9
2017,New York,13.7,12.3,15.2
2017,North Carolina,14.7,12.7,16.8
2017,North Dakota,12.3,10.8,13.9
2017,Ohio,14.2,12.9,15.7
2017,Oklahoma,18,16.1,19.9
2017,Oregon,12.9,11.1,15
2017,Pennsylvania,13.4,11.8,15.3
2017,Rhode Island,11.3,9.7,13.1
2017,South Carolina,17.8,16.3,19.3
2017,South Dakota,11.1,9.3,13.2
2017,Tennessee,17.3,15.2,19.7
2017,Texas,17.5,15.1,20.2
2017,Utah,10.4,9.1,11.8
2017,Vermont,9.4,7.9,11
2017,Virginia,15.1,13.7,16.6
2017,Washington,12.4,11.2,13.7
2017,West Virginia,20.6,18.7,22.6
2017,Wisconsin,10.4,8.8,12.2
2017,Wyoming,12.8,10.9,14.9
2017,Guam,23.3,18.9,28.4
2017,Puerto Rico,23.1,20.3,26.1
2017,Virgin Islands of the U.S.,No Data,No Data,No Data
2018,Alabama,19.2,17.4,21.2
2018,Alaska,12.8,10.1,16
2018,Arizona,13.6,11.8,15.7
2018,Arkansas,18.7,16.4,21.1
2018,California,14.4,13,16
2018,Colorado,9.1,8,10.3
2018,Connecticut,12,10.8,13.3
2018,Delaware,16.8,14.7,19.1
2018,District of Columbia,15.3,13.2,17.6
2018,Florida,14.8,13,16.9
2018,Georgia,16.8,15.4,18.4
2018,Hawaii,15.7,13.9,17.6
2018,Idaho,12.8,10.7,15.4
2018,Illinois,13.4,11.7,15.3
2018,Indiana,16.2,14.7,17.8
2018,Iowa,11.7,10.6,12.9
2018,Kansas,14.4,13.2,15.8
2018,Kentucky,18.1,16.2,20.2
2018,Louisiana,21.5,19.1,24
2018,Maine,11.8,10.4,13.3
2018,Maryland,16.6,15.3,18
2018,Massachusetts,9.9,8.5,11.5
2018,Michigan,15.1,13.7,16.7
2018,Minnesota,11.2,10.3,12.2
2018,Mississippi,17.1,15.4,19
2018,Missouri,14.6,12.7,16.7
2018,Montana,11.5,9.7,13.6
2018,Nebraska,12.7,11.4,14.2
2018,Nevada,13.7,10.8,17.1
2018,New Hampshire,13.8,12.1,15.7
2018,New Jersey,11.2,8.8,14.2
2018,New Mexico,16.4,14.4,18.7
2018,New York,13.9,12.9,15.1
2018,North Carolina,17,14.7,19.5
2018,North Dakota,11.9,10.3,13.7
2018,Ohio,15.2,13.9,16.6
2018,Oklahoma,17,14.9,19.3
2018,Oregon,13.7,11.9,15.8
2018,Pennsylvania,13.4,11.7,15.3
2018,Rhode Island,14.7,12.8,16.8
2018,South Carolina,17.4,15.9,19
2018,South Dakota,10,8.3,11.9
2018,Tennessee,18,15.7,20.5
2018,Texas,18.7,16,21.8
2018,Utah,13.2,11.8,14.7
2018,Vermont,11.5,9.9,13.4
2018,Virginia,13.4,11.9,15
2018,Washington,13.8,12.6,15.2
2018,West Virginia,22.5,20.4,24.8
2018,Wisconsin,10.9,9.2,12.9
2018,Wyoming,12,10.3,13.9
2018,Guam,23.7,19.3,28.7
2018,Puerto Rico,18.8,16.8,21.1
2018,Virgin Islands of the U.S.,No Data,No Data,No Data
2019,Alabama,20.1,18.2,22.1
2019,Alaska,10.8,8.6,13.4
2019,Arizona,15.1,13,17.5
2019,Arkansas,19,16.8,21.5
2019,California,13.9,12.5,15.4
2019,Colorado,9.2,8.2,10.5
2019,Connecticut,11.9,10.6,13.3
2019,Delaware,15.5,13.1,18.2
2019,District of Columbia,15.1,12.4,18.3
2019,Florida,14,12.1,16.2
2019,Georgia,16.2,14.2,18.4
2019,Hawaii,13.9,12.2,15.7
2019,Idaho,12.5,10.4,15
2019,Illinois,15.4,13.7,17.4
2019,Indiana,15.7,14.4,17.2
2019,Iowa,13.4,12.2,14.8
2019,Kansas,14.1,12.9,15.4
2019,Kentucky,18.7,16.6,21.1
2019,Louisiana,17.5,15.5,19.7
2019,Maine,12.3,10.9,13.9
2019,Maryland,14.7,13.5,16
2019,Massachusetts,10.2,8.8,11.9
2019,Michigan,13.8,12.5,15.3
2019,Minnesota,10.4,9.4,11.4
2019,Mississippi,20.5,18.3,22.8
2019,Missouri,13.1,11.5,14.9
2019,Montana,10.3,8.9,11.9
2019,Nebraska,13.8,12.6,15.1
2019,Nevada,13.7,10.8,17.2
2019,New Hampshire,10.2,8.7,11.9
2019,New Mexico,15.9,14,18.1
2019,New York,13.8,12.4,15.2
2019,North Carolina,15.2,13.3,17.3
2019,North Dakota,12.8,10.9,14.9
2019,Ohio,15.4,13.9,17
2019,Oklahoma,18.1,16.2,20.1
2019,Oregon,11.2,9.6,12.9
2019,Pennsylvania,13.1,11.5,15
2019,Rhode Island,13.9,12.1,15.9
2019,South Carolina,17.5,15.6,19.6
2019,South Dakota,13.1,10.5,16.2
2019,Tennessee,19.5,17.4,21.7
2019,Texas,17.8,15.5,20.4
2019,Utah,11.3,10.1,12.6
2019,Vermont,9.9,8.4,11.5
2019,Virginia,14.1,12.7,15.6
2019,Washington,12.5,11.4,13.8
2019,West Virginia,18.8,16.9,21
2019,Wisconsin,11.5,9.8,13.5
2019,Wyoming,8.5,6.9,10.5
2019,Guam,19.3,15.8,23.5
2019,Puerto Rico,21,18.9,23.2
2019,New Jersey,No Data,No Data,No Data
2019,Virgin Islands of the U.S.,No Data,No Data,No Data
2020,Alabama,20.2,17.8,22.8
2020,Alaska,10.4,8.1,13.2
2020,Arizona,14.4,12.9,16.1
2020,Arkansas,19.3,17,21.8
2020,California,14,11.8,16.7
2020,Colorado,9.7,8.6,10.8
2020,Connecticut,10.4,9.1,11.9
2020,Delaware,15.2,12.8,18
2020,District of Columbia,14.4,11.8,17.5
2020,Florida,13.3,11.1,15.8
2020,Georgia,15.6,13.8,17.6
2020,Hawaii,13.7,12,15.7
2020,Idaho,10.5,8.8,12.4
2020,Illinois,14.8,12.2,17.9
2020,Indiana,15.7,14.3,17.2
2020,Iowa,13.9,12.6,15.3
2020,Kansas,14.7,13.3,16.2
2020,Kentucky,17.9,15.5,20.5
2020,Louisiana,17.4,15.4,19.7
2020,Maine,12.7,11.2,14.4
2020,Maryland,12.7,11.5,14
2020,Massachusetts,11.2,9.5,13.2
2020,Michigan,16.2,14.4,18.3
2020,Minnesota,10.1,9.2,11
2020,Mississippi,19.6,17.6,21.8
2020,Missouri,13.4,12,15
2020,Montana,11.4,9.9,13.1
2020,Nebraska,12.6,11.4,14
2020,Nevada,13.2,10.3,16.6
2020,New Hampshire,10.9,9.5,12.5
2020,New Jersey,12.1,10.7,13.6
2020,New Mexico,15.4,13.3,17.9
2020,New York,13.1,11.9,14.5
2020,North Carolina,15.6,13.7,17.7
2020,North Dakota,14.5,12.3,17
2020,Ohio,15.3,14,16.7
2020,Oklahoma,18,15.9,20.4
2020,Oregon,10.2,8.8,11.9
2020,Pennsylvania,13.4,11.7,15.4
2020,Rhode Island,12.1,10.4,14
2020,South Carolina,19.1,16.7,21.8
2020,South Dakota,8.3,6.5,10.7
2020,Tennessee,18.2,15.8,20.9
2020,Texas,18.9,16.5,21.7
2020,Utah,12.7,11.3,14.2
2020,Vermont,9.5,8.1,11
2020,Virginia,14.9,13.3,16.7
2020,Washington,11.8,10.6,13.2
2020,West Virginia,19.6,17.7,21.7
2020,Wisconsin,10.7,9,12.7
2020,Wyoming,11,9.1,13.3
2020,Guam,25.4,20.1,31.5
2020,Puerto Rico,17.6,15.6,19.9
2020,Virgin Islands of the U.S.,No Data,No Data,No Data
2021,Alabama,20.8,18.4,23.4
2021,Alaska,12.9,10.7,15.4
2021,Arizona,15,13.4,16.7
2021,Arkansas,16.2,14.1,18.6
2021,California,16,14.1,18.1
2021,Colorado,9.3,8.2,10.6
2021,Connecticut,14.4,12.7,16.2
2021,Delaware,14.3,12,16.9
2021,District of Columbia,12.2,10,14.9
2021,Georgia,16.1,14.3,18.2
2021,Hawaii,12.2,10.5,14
2021,Idaho,12.6,11,14.3
2021,Illinois,15.6,13,18.7
2021,Indiana,16.7,15.4,18.2
2021,Iowa,12.5,11.1,13.9
2021,Kansas,15.2,14.1,16.4
2021,Kentucky,19.8,17.4,22.4
2021,Louisiana,18.3,16.2,20.5
2021,Maine,12.2,10.9,13.7
2021,Maryland,14.8,13.5,16.1
2021,Massachusetts,11.2,9.6,13
2021,Michigan,14.2,12.8,15.7
2021,Minnesota,10.5,9.6,11.5
2021,Mississippi,19.6,17.2,22.1
2021,Missouri,16.6,14.9,18.4
2021,Montana,10.1,8.7,11.7
2021,Nebraska,13.1,11.8,14.5
2021,Nevada,14.4,11.5,18
2021,New Hampshire,10.4,9,12.1
2021,New Jersey,12.5,11,14.1
2021,New Mexico,19.1,16.9,21.6
2021,New York,16.4,15.3,17.7
2021,North Carolina,16.8,14.6,19.2
2021,North Dakota,12.5,10.8,14.4
2021,Ohio,15.9,14.6,17.4
2021,Oklahoma,18.7,16.4,21.1
2021,Oregon,11.1,9.5,13
2021,Pennsylvania,13.2,11.5,15.1
2021,Rhode Island,12.8,11.2,14.7
2021,South Carolina,17.3,15.7,19.1
2021,South Dakota,16,12.7,19.9
2021,Tennessee,19.5,17.1,22
2021,Texas,14.1,12.3,16.1
2021,Utah,12.2,10.9,13.7
2021,Vermont,10.7,9.1,12.5
2021,Virginia,15.9,14.3,17.7
2021,Washington,11.8,10.6,13.1
2021,West Virginia,19.9,18.1,21.8
2021,Wisconsin,11.8,9.9,13.9
2021,Wyoming,10.8,8.9,13.1
2021,Guam,22.3,14.4,32.8
2021,Puerto Rico,22.1,19.2,25.3
2021,Virgin Islands of the U.S.,Suppressed,Suppressed,Suppressed
2021,Florida,No Data,No Data,No Data
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.
